Company_Name,Sector,Stage,Location,What_it_does,Funding_Amount($),Year,Investor,Redistributed_sector
IntelleWings,IT startup,Seed,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",100000.0,2021,Inflection Point Ventures,Others
Shyplite,Logistics,Seed,New Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,1000000.0,2021,N+1 Capital,Transport
Refyne,FinTech,Series A,Bangalore,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,20000000.0,2021,"DST Global, RTP Global",Finance
Greenjoules,Renewable Energy,Series A,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,4500000.0,2021,Blue Ashva Capital,Energy & Environmental
MentorKart,Consulting,Seed,New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,150000.0,2021,"Amit Singal, Manish Aggarwal",Consulting & Professional Services
Leverage Edu,EdTech,Debt,New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,2000000.0,2021,"Trifecta Capital Advisors, Blume Ventures",Education
Kale Logistics,Logistics,Series A,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,5000000.0,2021,Inflexor Ventures,Transport
CustomerGlu,CRM,Series A,Bangalore,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,320000.0,2021,"Kumar Aakash, Amit Singhal",Technology & IT
Cell Propulsion,EV startup,Series A,Bangalore,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,2000000.0,2021,growX ventures,Others
Wellbeing Nutrition,HealthCare,Series A,Mumbai,Organic whole food nutrition to keep up with the pace at which we live,3000000.0,2021,Klub,Others
Pee Safe,HealthCare,Pre Series B,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,3000000.0,2021,"Shaival Desai, Alkemi Venture Partners",Others
Chqbook,FinTech,Pre Series B,New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",1000000.0,2021,"Aavishkaar Venture Capital, YWC Venture Capital",Finance
SimpliContract,Software,Seed,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",1800000.0,2021,Kalaari Capital,Technology & IT
Dropshop,Logistics,Pre Series A,Bangalore,Building technology to make distribution efficient and cheaper for large and small FMCG companies,1000000.0,2021,Inflection Point Ventures,Transport
Jumbotail,E-commerce,Debt,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,4000000.0,2021,Alteria Capital,Others
BYJU'S,EdTech,Debt,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,350000000.0,2021,"Tiga Investments, Baron Capital",Education
Power Gummies,Nutrition,Debt,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,1000000.0,2021,"Venture Catalysts, 9unicorns",Health & Medical
Convosight,SaaS startup,Series A,New Delhi,A mission - to help community builders become community entrepreneurs.,9000000.0,2021,Qualgro,Technology & IT
Junio,FinTech,Seed,New Delhi,Junio is a kids-focused digital pocket money-smart card.,600000.0,2021,"Amit Lakhotia, Pravin Jadhav",Finance
Wherehouse.io,Logistics,Seed,New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",3000000.0,2021,Better Capital,Transport
Flexmoney,FinTech,Series A,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",4800000.0,2021,Pravega Ventures,Finance
Fampay,FinTech,Series A,Bangalore,India's first numberless card and UPI without a bank account,38000000.0,2021,"Greenoaks Capital, Elevation Capital",Finance
Apna,Human Resources,Series B,Bangalore,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,70000000.0,2021,"Sequoia Capital India, rocketship.vc",Human Resources
XYXX Apparels,Fashion,Series A,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",4000000.0,2021,Inflection Point Ventures,E-Commerce & Retail
WaterScience,D2C startup,Series A,Bangalore,The aim of making good water affordable and accessible.,3000000.0,2021,Inflection Point Ventures,Others
BrowserStack,SaaS startup,Series B,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,200000000.0,2021,Accel,Technology & IT
Vital,Insuretech,Pre Series A,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",3000000.0,2021,BLinC Invest,Others
Juicy chemistry,HealthCare,Pre Series A,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,3000000.0,2021,Spring Marketing Capital,Others
Samaaro,SaaS startup,Pre Series A,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",125000.0,2021,"Chaitanya Kalipatnapu, Kedar Gavane",Technology & IT
Imagimake,Innovation management,Pre Series A,Mumbai,An innovative play system to help children create their imagination,500000.0,2021,"Roha Investment Managers, angel investor Saumil Shah",Others
MSMEx,EdTech,Pre Series A,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,1000000.0,2021,"TNF Ventures, Razorpay",Education
RenewBuy,Insuretech,Series C,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,45000000.0,2021,"Lok Capital, IIFL Asset Management",Others
saarthi.ai,AI startup,Seed,Bangalore,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,3000000.0,2021,Nvidia Inception,Technology & IT
Kutumb,Community platform,Series A,Bangalore,Kutumb is a social community enabler.,26000000.0,2021,"Tiger Global Management, DST Global",Others
Superplum,AgriTech,Pre Series A,Noida,Building India's most sophisticated platform for high quality fresh food,3800000.0,2021,Marquee investors,Agriculture
Upside AI,FinTech,Seed,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,1200000.0,2021,Endiya Partners,Finance
PazCare,Insuretech,Seed,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,3000000.0,2021,"Ashish Hemrajani, Parikshit Dar",Others
Answer Genomics,HealthCare,Seed,Bangalore,A healthcare company that uses genome-based data to help individuals make decisions.,3000000.0,2021,"India Accelerator, Lyxel&Flamingo",Others
Skillmatics,EdTech,Series A,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,6000000.0,2021,Sequoia Capital India,Education
Bimaplan,Insuretech,Pre Series A,Bangalore,Affordable insurance for the next billion Indians,2500000.0,2021,"Roshan Abbas, Ritesh Malik",Others
Bueno Finance,FinTech,Seed,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",3000000.0,2021,"Goat Capital, JAM Fund",Finance
CityMall,E-commerce,Series B,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,22000000.0,2021,"General Catalyst, Jungle Ventures",Others
BYJU’S,EdTech,Series B,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,50000000.0,2021,"Blackstone Group, ADQ",Education
India Quotient,Venture capitalist,Series B,Mumbai,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,64000000.0,2021,Inflection Point Ventures,Others
The Switch Fix,HealthCare,Seed,Gurugram,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,3000000.0,2021,"Venture Catalysts, 9unicorns",Others
Anvidha Technologies,Tech Startup,Seed,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.,1500000.0,2021,Inflection Point Ventures,Others
DigiSparsh,FinTech,Seed,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,3000000.0,2021,GoAhead Ventures,Finance
CoffeeMug.ai,Networking,Pre-Seed,New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",620000.0,2021,"Paradigm Shift Capital, AngelList India",Others
Pathfndr.io,SaaS startup,Pre Series A,Bangalore,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,3000000.0,2021,Arali Ventures,Technology & IT
BigLeap,Recruitment,Pre Series A,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,600000.0,2021,Anup Kumar Yama,Human Resources
Kazam,EV startup,Seed,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",900000.0,2021,Inflection Point Ventures,Others
MYRE Capital,Commercial Real Estate,Seed,Mumbai,Democratising Real Estate Ownership,6000000.0,2021,Aryaman Vir,Construction & Real Estate
BimaPe,FinTech,Pre-Seed,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',500000.0,2021,"iSeed, Titan Capital",Finance
MicroDegree,EdTech,Pre-Seed,Mangalore,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,3000000.0,2021,Research Innovation Incubation Design Labs,Education
Saarthi Pedagogy,EdTech,Pre-Seed,Ahmadabad,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",1000000.0,2021,Sushil Agarwal,Education
Synapsica,HealthCare,Series A,New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,4000000.0,2021,"IvyCap Ventures, Endiya Partners",Others
Kwik Foods,Food & Beverages,Seed,Gurugram,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,3000000.0,2021,9Unicorns,Food & Beverage
Plutomen,AR startup,Seed,Ahmadabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,300000.0,2021,"GUSEC Seed Fund, DeVX Venture Fund",Others
GoMechanic,Automotive,Series C,Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",42000000.0,2021,"Tiger Global, Sequoia",Transport
Grinntech,Automotive,Series C,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",2000000.0,2021,Inflection Point Ventures,Transport
Nobel Hygiene,HealthCare,Series C,Mumbai,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",60000000.0,2021,Quadria Capital,Others
Green Cure,HealthCare,Pre Series A,New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products,3000000.0,2021,Venture Catalysts,Others
Classplus,EdTech,Series C,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,65000000.0,2021,Tiger Global,Education
WINDO,E-commerce,Seed,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,500000.0,2021,Unicorn India Ventures,Others
ApnaKlub,E-commerce,Pre Series A,Bangalore,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,3000000.0,2021,"Blume Ventures, Whiteboard Capital",Others
LegalPay,FinTech,Pre Series A,New Delhi,A tech focused B2B litigation finance company in India.,3000000.0,2021,Ashwini Kakkar. 9Unicorns,Finance
Lavado,Consumer service,Pre Series A,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,3000000.0,2021,Ashish Shah,Others
Navars,EdTech,Pre Series A,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",3000000.0,2021,Faad Network,Education
